Session_Duration,Page_Views,Purchase_Amount,Bounce_Rate
30.65,15.0,44.95,42.52
29.66,1.0,483.36,85.58
47.87,4.0,254.87,7.27
11.81,5.0,359.42,51.28
21.19,10.0,255.91,22.67
6.16,16.0,254.91,0.03
19.18,15.0,137.33,5.33
10.31,6.0,151.5,0.02
40.99,14.0,374.32,56.3
41.63,,284.9,90.83
3.97,8.0,325.14,93.41
54.74,4.0,261.1,51.93
44.2,17.0,450.01,55.96
3.98,9.0,431.82,58.0
14.71,2.0,227.52,30.05
42.67,18.0,108.16,59.19
57.2,7.0,118.66,6.02
17.38,16.0,290.81,88.26
27.45,2.0,289.96,61.72
41.15,14.0,36.97,30.93
57.85,6.0,338.78,68.76
33.6,8.0,137.77,28.68
51.57,18.0,22.02,65.81
57.24,5.0,38.49,81.18
1.24,1.0,474.8,55.18
10.91,13.0,329.36,44.31
25.94,12.0,224.22,16.23
45.82,16.0,353.2,57.06
8.0,9.0,332.69,20.91
57.98,12.0,364.81,26.03
9.03,,156.95,7.24
17.49,8.0,276.25,41.94
10.11,1.0,246.48,90.16
28.64,9.0,146.86,20.63
34.26,6.0,132.76,95.61
5.91,12.0,185.71,1.23
44.27,6.0,426.62,7.62
23.9,14.0,140.94,76.09
50.93,16.0,47.68,40.48
20.66,15.0,236.73,55.22
36.46,8.0,335.69,21.28
13.35,18.0,487.78,55.5
20.85,19.0,237.23,36.32
25.78,12.0,115.96,92.09
12.3,16.0,375.07,32.04
55.68,13.0,356.35,99.43
4.92,13.0,57.89,34.43
23.8,8.0,103.65,43.2
8.18,10.0,108.51,48.04
29.56,19.0,448.24,80.44
37.14,13.0,348.86,34.0
33.79,19.0,419.35,65.29
10.12,5.0,90.78,96.07
6.73,,307.71,67.83
20.05,3.0,178.63,47.23
48.34,11.0,427.88,56.25
28.83,10.0,466.15,99.72
15.5,3.0,166.16,24.89
23.64,5.0,39.23,71.08
48.16,6.0,156.85,83.23
55.79,,266.4,97.8
21.81,14.0,99.93,40.59
34.69,6.0,220.53,53.76
45.31,15.0,114.19,19.51
6.22,8.0,184.91,5.45
26.37,17.0,328.34,73.88
15.06,1.0,39.47,47.04
6.51,17.0,349.76,17.84
17.14,10.0,38.16,66.26
10.48,12.0,83.84,13.36
48.32,17.0,47.57,76.39
45.99,7.0,331.97,80.93
29.34,11.0,231.43,10.1
17.83,13.0,63.55,24.51
43.57,12.0,77.34,78.87
28.97,17.0,112.1,76.04
13.26,13.0,50.85,88.49
55.0,6.0,27.72,67.89
36.33,17.0,473.19,29.49
14.11,19.0,79.05,54.76
58.47,1.0,25.33,34.57
2.71,7.0,397.04,84.96
45.52,15.0,111.99,62.63
44.69,7.0,39.59,85.58
59.97,,37.8,78.73
19.87,13.0,194.81,90.11
9.36,10.0,424.62,65.92
16.29,3.0,451.44,13.07
3.4,,201.55,42.05
15.35,7.0,184.7,75.32
51.65,3.0,85.48,60.06
17.93,9.0,446.35,52.14
33.57,12.0,18.33,60.2
29.64,5.0,405.21,95.71
35.46,13.0,158.34,3.37
5.44,8.0,38.8,25.83
46.44,5.0,179.39,9.38
21.83,,163.86,54.58
27.81,,216.72,71.81
58.35,3.0,195.26,77.28
35.85,9.0,370.5,55.03
29.05,5.0,146.66,1.87
59.64,6.0,385.95,58.55
32.88,,492.71,26.57
57.42,6.0,171.5,89.82
35.95,5.0,427.82,64.24
13.56,10.0,297.09,86.65
3.23,7.0,425.22,85.99
15.28,,27.9,10.87
36.01,1.0,222.53,14.39
4.57,15.0,396.5,24.38
28.33,,306.37,12.79
50.97,8.0,170.46,37.1
30.56,14.0,76.51,48.99
54.87,19.0,49.65,11.74
55.84,17.0,315.78,49.07
11.14,9.0,308.55,39.84
32.71,16.0,314.37,95.87
18.66,6.0,212.9,12.58
9.77,5.0,328.03,53.43
35.31,15.0,126.86,1.93
53.45,19.0,345.45,10.82
39.89,4.0,474.49,42.88
17.05,8.0,262.9,32.98
50.22,16.0,147.57,12.58
11.32,17.0,49.0,90.67
33.79,3.0,170.15,35.53
58.81,10.0,83.48,70.53
32.65,6.0,256.11,60.08
55.75,4.0,132.74,65.82
39.25,5.0,391.84,20.15
34.66,,123.84,63.8
11.86,15.0,496.7,36.8
1.08,8.0,454.1,95.1
5.49,6.0,313.27,16.06
5.55,13.0,260.08,29.23
36.46,7.0,110.02,76.16
54.86,18.0,263.23,24.38
12.27,,294.5,46.8
17.15,15.0,310.26,9.23
23.66,15.0,485.05,95.05
2.69,8.0,158.79,30.49
24.04,10.0,220.73,43.99
2.83,2.0,63.76,91.35
44.48,5.0,96.8,90.11
5.54,6.0,467.79,95.85
56.54,1.0,282.21,72.37
21.15,,24.04,20.55
35.85,13.0,318.86,73.94
56.83,,171.85,69.96
59.2,19.0,468.6,5.68
37.33,11.0,32.89,96.23
24.36,5.0,381.38,86.12
19.5,18.0,302.98,97.15
36.8,8.0,247.68,49.48
16.89,3.0,131.69,1.82
29.27,6.0,272.75,81.22
54.93,9.0,15.17,72.99
27.14,8.0,168.88,50.32
22.81,4.0,287.95,95.6
44.77,17.0,353.83,93.0
25.57,10.0,324.09,8.32
8.87,5.0,316.49,62.26
5.53,15.0,270.18,81.74
47.52,14.0,54.63,12.69
15.19,6.0,429.28,13.26
15.93,4.0,113.37,91.06
26.15,5.0,240.81,14.48
58.99,7.0,330.01,32.32
5.51,5.0,411.75,4.66
26.17,10.0,283.65,74.49
2.98,8.0,350.72,92.83
12.22,,49.6,90.36
36.95,9.0,169.95,58.52
48.99,1.0,374.99,80.72
56.51,19.0,386.87,62.22
16.35,15.0,422.37,50.56
53.43,10.0,38.24,53.84
34.0,9.0,297.76,74.94
51.4,14.0,323.79,80.9
36.49,3.0,64.27,64.44
46.66,4.0,227.08,86.19
48.95,9.0,260.58,88.43
12.47,5.0,384.12,22.66
52.23,17.0,269.4,12.8
1.3,13.0,260.52,27.07
23.89,,4.54,60.5
42.38,1.0,490.59,74.8
19.3,16.0,443.76,10.84
18.93,14.0,96.95,24.3
25.15,9.0,462.45,37.88
54.35,1.0,471.18,58.35
14.07,,303.94,50.23
44.71,14.0,180.96,36.63
3.0,12.0,321.28,31.89
13.89,13.0,376.0,65.54
41.28,10.0,267.09,68.79
21.5,1.0,496.79,7.99
48.69,5.0,59.96,97.3
9.14,16.0,427.03,76.17
32.83,18.0,281.71,96.21
23.11,10.0,170.89,92.82
14.44,13.0,82.52,6.96
4.47,11.0,183.24,95.47
49.07,12.0,103.98,12.83
26.8,8.0,374.79,88.53
14.74,10.0,132.5,92.14
27.71,7.0,144.55,46.82
18.38,5.0,75.89,66.17
47.76,18.0,405.32,48.97
54.89,18.0,47.61,75.12
27.55,,302.67,58.17
27.2,7.0,165.11,10.23
1.19,3.0,366.14,61.93
59.47,7.0,121.28,23.38
5.7,13.0,32.11,96.78
26.94,15.0,187.9,44.72
30.42,13.0,375.99,25.41
40.02,7.0,147.33,75.36
53.44,10.0,55.67,68.15
45.29,10.0,428.36,12.59
23.33,12.0,173.76,46.57
38.03,14.0,167.64,76.33
36.55,5.0,281.35,21.28
52.99,13.0,289.65,99.95
12.52,4.0,375.44,11.73
21.41,16.0,274.15,14.55
10.1,12.0,140.73,66.86
58.12,4.0,244.25,68.76
26.91,3.0,473.16,28.41
35.78,7.0,37.91,95.01
31.49,4.0,39.34,12.53
48.48,,38.03,93.32
30.41,12.0,139.39,64.81
23.94,3.0,125.59,38.83
29.73,12.0,370.15,35.16
53.98,7.0,149.85,26.25
29.54,15.0,152.44,2.94
57.21,11.0,309.47,84.49
30.88,10.0,418.48,70.01
34.97,15.0,491.55,97.46
39.52,5.0,97.79,51.15
35.98,,6.53,74.42
21.73,10.0,255.86,63.95
58.98,19.0,445.85,7.34
1.65,19.0,223.72,37.46
56.16,15.0,119.61,25.62
57.49,12.0,473.68,1.36
29.74,18.0,219.82,96.63
10.82,4.0,149.14,89.89
39.02,18.0,260.13,14.28
37.5,18.0,177.86,82.87
17.85,7.0,100.72,0.65
51.15,5.0,464.25,30.53
37.43,6.0,369.77,12.2
57.75,18.0,335.69,42.01
1.6,7.0,354.74,36.04
50.4,4.0,368.26,63.73
35.06,17.0,490.1,79.64
59.71,14.0,13.22,54.59
34.93,6.0,241.96,53.38
48.02,19.0,150.97,88.89
54.01,3.0,168.84,19.11
21.52,16.0,441.65,86.12
22.81,,323.98,37.26
38.0,14.0,84.39,17.13
49.33,1.0,56.03,2.45
36.58,9.0,52.53,90.21
57.95,6.0,278.5,15.37
53.69,15.0,386.83,73.97
55.2,19.0,32.39,19.5
28.07,7.0,270.16,88.85
22.78,9.0,298.27,39.54
24.39,5.0,8.19,81.75
47.12,7.0,18.35,68.5
42.14,3.0,230.7,98.08
23.57,4.0,191.37,62.69
14.02,15.0,297.01,17.07
15.86,,368.99,85.89
26.8,19.0,34.06,4.52
21.41,18.0,343.99,6.78
36.89,8.0,392.49,31.1
50.9,1.0,364.27,38.11
23.11,11.0,104.27,20.95
11.03,16.0,223.25,90.29
44.18,17.0,86.59,3.94
27.5,12.0,432.55,25.77
27.63,14.0,333.87,7.85
21.91,7.0,403.62,64.1
40.37,7.0,291.49,9.75
31.74,13.0,348.89,8.03
30.44,7.0,347.82,9.32
14.39,15.0,166.65,29.02
25.28,6.0,121.46,83.65
31.1,19.0,434.63,9.76
33.66,8.0,418.31,12.26
59.3,1.0,375.84,26.61
39.94,17.0,373.64,74.31
52.42,13.0,11.84,51.77
9.75,15.0,231.06,3.75
24.11,18.0,283.52,53.6
11.32,16.0,228.23,48.21
23.51,6.0,95.0,25.94
6.97,9.0,342.62,65.19
42.0,18.0,382.3,60.48
28.79,7.0,342.07,66.0
2.63,14.0,97.77,8.23
16.74,3.0,108.55,48.16
27.05,6.0,227.41,60.25
49.11,3.0,362.22,75.51
40.51,,304.02,18.31
32.19,13.0,250.45,15.9
20.49,6.0,19.13,64.11
35.54,1.0,107.95,38.94
11.7,11.0,198.08,99.87
8.72,16.0,41.85,8.06
35.09,,447.2,59.56
39.05,12.0,128.8,98.69
19.02,,103.23,34.39
45.76,12.0,266.62,63.37
47.5,9.0,125.46,94.27
37.83,8.0,8.3,2.46
35.23,9.0,200.95,24.64
29.65,5.0,385.34,90.44
17.25,18.0,214.33,34.59
56.95,10.0,293.15,20.75
5.02,15.0,196.75,52.16
59.12,14.0,67.68,37.55
49.23,17.0,133.36,17.98
10.05,14.0,403.33,44.94
16.04,10.0,321.28,89.84
25.97,10.0,287.35,1.99
4.17,9.0,460.35,25.63
40.59,10.0,356.31,13.3
19.5,15.0,156.69,86.65
52.5,3.0,424.56,47.6
49.22,12.0,364.38,67.1
29.55,10.0,180.63,63.77
33.69,13.0,499.11,44.91
5.63,16.0,18.2,89.37
10.71,1.0,127.31,46.9
55.24,4.0,392.42,22.2
5.03,4.0,450.76,66.58
45.44,11.0,215.15,2.47
11.67,5.0,161.21,43.06
50.72,16.0,429.27,11.27
25.72,8.0,351.47,43.7
50.63,,183.38,30.35
52.36,12.0,416.48,30.52
46.94,5.0,461.78,33.67
25.01,5.0,239.96,59.18
54.52,19.0,181.79,39.09
12.96,14.0,227.83,91.94
10.61,5.0,340.76,26.31
8.85,19.0,322.64,50.76
48.45,2.0,270.08,21.87
50.69,7.0,389.91,39.11
28.62,2.0,58.49,9.15
13.46,6.0,179.08,90.3
42.11,19.0,55.43,67.73
51.3,11.0,258.04,22.87
38.27,8.0,115.91,67.78
20.03,14.0,440.58,89.39
9.63,6.0,495.4,2.26
27.24,,450.77,85.25
40.29,1.0,362.82,41.98
57.83,18.0,304.55,60.93
3.05,16.0,173.64,96.82
33.57,8.0,163.06,1.74
6.81,14.0,207.6,92.0
2.8,12.0,56.89,56.53
36.27,17.0,394.89,49.92
42.49,8.0,271.87,57.84
38.44,5.0,311.04,70.38
32.42,7.0,450.45,61.62
55.59,12.0,405.28,67.4
35.33,19.0,194.04,85.46
4.22,11.0,494.25,34.43
34.8,3.0,18.31,49.07
10.65,12.0,494.89,11.58
9.59,,200.51,1.11
26.21,18.0,460.9,80.12
58.48,3.0,28.49,89.87
49.28,10.0,93.31,66.08
32.05,2.0,235.45,33.09
1.86,12.0,74.63,49.71
6.34,6.0,95.13,78.34
55.37,9.0,173.97,23.88
13.87,7.0,307.11,18.74
6.38,10.0,89.73,32.95
2.52,4.0,325.19,19.4
32.17,13.0,450.17,66.81
33.34,2.0,384.94,29.28
37.32,6.0,103.15,6.18
51.76,,199.56,26.46
40.2,4.0,388.44,21.15
49.61,4.0,496.48,82.89
49.68,13.0,13.1,54.87
21.1,12.0,459.26,74.87
15.56,,2.97,41.39
10.18,3.0,364.54,36.76
57.81,9.0,488.77,65.03
23.18,10.0,83.16,61.4
17.96,11.0,26.52,45.98
40.54,1.0,149.24,81.05
17.5,9.0,492.7,82.12
46.99,7.0,251.66,24.32
4.49,13.0,173.25,7.64
46.17,,470.14,58.64
21.54,15.0,191.68,79.75
10.1,19.0,471.49,97.24
55.08,18.0,47.4,60.29
16.15,18.0,404.7,41.28
26.52,18.0,252.91,67.55
34.36,7.0,242.32,21.27
35.41,6.0,204.82,36.16
53.81,10.0,151.96,70.65
23.75,7.0,30.82,85.19
34.83,12.0,334.28,25.71
3.93,17.0,248.24,48.58
4.92,19.0,276.22,50.45
52.36,16.0,402.04,2.36
41.22,11.0,187.4,27.45
48.24,15.0,274.71,76.04
48.52,17.0,126.78,87.39
55.7,5.0,488.26,41.3
59.79,6.0,40.09,44.89
42.52,11.0,255.82,77.98
49.82,14.0,74.31,18.35
49.85,14.0,479.94,83.44
30.35,15.0,151.5,19.44
33.1,,34.09,69.47
54.66,15.0,295.02,51.94
31.6,16.0,213.29,47.73
22.71,8.0,130.09,58.54
44.4,16.0,166.55,27.45
29.16,,102.68,70.92
59.1,7.0,60.75,66.91
41.66,10.0,415.04,87.13
51.87,5.0,355.96,64.37
53.13,7.0,95.86,13.7
17.68,8.0,319.89,14.98
53.15,17.0,312.63,17.38
49.06,9.0,268.03,98.44
57.06,13.0,258.6,41.47
2.71,7.0,483.42,56.22
57.64,9.0,499.91,55.08
29.63,16.0,26.26,99.21
35.92,6.0,291.16,96.32
54.24,12.0,199.4,33.44
20.48,12.0,111.67,29.38
34.53,17.0,275.44,25.55
29.6,18.0,262.52,76.91
20.18,6.0,48.53,96.78
42.55,8.0,296.59,51.23
2.92,5.0,353.06,65.9
2.04,,297.24,5.16
53.01,14.0,438.96,63.13
19.11,11.0,3.6,55.06
17.79,2.0,446.17,57.41
2.41,1.0,248.14,96.97
22.65,7.0,25.99,41.53
24.01,17.0,216.63,1.33
58.57,12.0,326.0,53.14
8.35,15.0,16.05,81.95
40.09,3.0,1.21,23.18
50.0,5.0,231.83,19.97
53.15,8.0,51.36,56.55
27.15,7.0,14.68,13.1
30.69,11.0,374.6,83.58
5.22,,154.05,23.33
6.86,2.0,178.22,29.69
17.04,3.0,85.9,61.09
14.19,10.0,210.16,46.54
23.7,16.0,495.94,90.07
58.92,7.0,12.35,40.48
54.34,14.0,398.58,80.83
38.62,19.0,19.93,28.14
49.21,7.0,5.98,59.16
5.28,9.0,162.5,57.55
40.87,13.0,46.04,30.3
1.49,4.0,132.14,70.57
48.59,3.0,175.32,53.42
53.51,17.0,485.28,92.12
43.13,,376.6,14.93
28.84,7.0,238.8,31.3
7.88,11.0,418.85,75.88
17.88,17.0,347.53,86.07
11.68,6.0,482.32,22.44
20.68,15.0,129.76,70.96
1.94,4.0,361.51,58.17
52.64,12.0,149.56,63.97
46.09,13.0,118.63,22.06
24.86,17.0,371.09,24.8
27.17,7.0,303.24,73.74
42.14,9.0,374.29,94.43
30.16,8.0,287.96,31.71
54.95,,54.76,91.65
12.33,4.0,297.62,37.22
41.25,12.0,437.9,69.11
54.44,3.0,165.27,52.35
21.0,7.0,348.78,44.17
29.99,7.0,482.25,37.39
16.55,1.0,10.64,89.33
39.11,3.0,406.27,53.43
3.4,6.0,144.66,46.9
28.04,18.0,431.61,20.39
42.23,12.0,342.5,55.48
9.56,11.0,282.74,3.33
59.24,13.0,43.86,1.28
4.21,5.0,297.32,21.06
20.93,7.0,205.43,4.49
39.68,8.0,406.83,46.11
18.65,1.0,90.35,98.19
25.74,2.0,443.99,75.66
17.93,18.0,13.87,65.81
26.24,13.0,312.67,1.72
9.32,16.0,341.94,91.61
16.03,15.0,43.61,73.15
37.58,13.0,439.08,62.24
25.08,16.0,173.27,81.7
20.34,9.0,348.24,73.51
58.68,19.0,53.48,59.8
10.16,7.0,312.05,73.09
47.31,7.0,369.37,78.27
8.21,19.0,82.98,86.0
13.31,5.0,87.79,30.09
6.03,17.0,83.66,66.86
57.6,3.0,416.76,13.25
35.84,7.0,7.39,64.02
7.45,2.0,34.5,70.33
13.47,3.0,482.47,12.56
19.07,11.0,408.48,73.1
50.67,,169.11,69.01
29.46,10.0,241.45,95.81
10.46,7.0,244.15,39.72
14.91,6.0,83.93,53.49
38.27,19.0,187.12,47.02
30.7,3.0,395.28,37.63
41.74,,195.27,6.86
15.89,11.0,29.47,94.72
40.45,5.0,395.19,90.35
5.43,6.0,473.97,23.4
34.58,5.0,134.78,50.8
11.42,14.0,117.12,61.87
50.23,2.0,306.67,88.99
17.15,15.0,14.33,32.6
53.48,3.0,75.77,79.85
43.96,18.0,194.72,92.53
11.83,14.0,416.83,16.23
47.71,5.0,340.76,57.36
41.42,9.0,30.12,67.94
47.67,15.0,231.99,22.97
59.4,7.0,267.21,0.93
18.15,15.0,413.3,98.29
51.35,6.0,66.09,79.66
26.28,4.0,167.98,36.8
51.62,7.0,340.02,56.17
44.3,,377.12,84.01
29.02,10.0,389.91,45.1
3.21,4.0,409.2,24.74
21.77,1.0,78.33,59.22
14.46,2.0,221.65,11.57
56.49,1.0,178.16,49.84
57.17,15.0,102.98,57.71
11.94,5.0,87.38,36.8
44.1,19.0,492.04,72.4
9.42,15.0,325.19,92.11
56.05,6.0,456.87,38.19
29.08,2.0,492.03,26.47
15.58,13.0,93.33,60.56
10.63,15.0,59.38,60.66
40.38,18.0,43.28,54.05
56.36,,284.4,90.22
40.55,14.0,181.33,51.06
53.32,4.0,61.74,55.05
10.15,,260.73,36.6
36.3,15.0,137.44,90.14
14.64,3.0,475.21,12.34
36.99,3.0,144.5,74.97
8.6,6.0,353.13,68.13
10.9,18.0,273.46,80.91
51.69,13.0,408.24,26.66
41.41,16.0,139.48,94.94
29.36,17.0,187.87,59.21
58.9,16.0,221.63,78.74
1.61,14.0,327.03,45.85
57.53,7.0,203.42,10.63
20.08,4.0,270.57,76.89
56.31,10.0,208.07,2.83
43.58,,402.76,38.11
35.24,5.0,44.78,2.76
40.7,11.0,379.57,62.91
18.6,13.0,357.63,12.08
9.82,8.0,376.48,94.27
42.2,3.0,324.23,23.52
10.76,17.0,482.49,64.86
14.66,17.0,461.17,36.51
54.05,16.0,54.92,8.42
43.56,11.0,9.52,91.48
24.58,13.0,45.1,66.85
58.28,8.0,3.93,64.98
5.97,11.0,453.97,27.24
59.03,2.0,158.34,85.51
24.34,1.0,122.44,31.7
5.23,12.0,323.86,58.69
21.54,,72.22,23.22
14.22,6.0,265.03,65.54
27.91,7.0,49.95,22.25
55.58,3.0,251.24,58.64
9.89,11.0,85.28,55.44
59.6,1.0,370.47,38.4
36.5,12.0,138.6,68.29
14.95,16.0,48.56,96.19
26.04,2.0,234.83,93.89
58.61,4.0,372.65,61.96
30.9,12.0,337.68,83.31
56.55,6.0,418.63,69.71
55.58,19.0,312.35,73.84
40.71,6.0,231.23,74.6
39.6,4.0,29.87,73.52
20.81,14.0,54.71,94.95
3.78,1.0,345.05,66.78
20.91,1.0,412.23,26.76
49.41,13.0,268.53,38.63
27.27,11.0,205.62,21.68
46.49,15.0,413.02,13.24
33.34,,109.05,71.99
17.74,13.0,404.81,23.74
50.87,6.0,56.77,25.36
20.4,1.0,262.53,20.26
48.68,,418.81,42.41
12.87,2.0,109.94,31.75
50.23,,274.8,13.49
23.58,19.0,313.25,0.23
3.87,18.0,338.58,52.33
20.78,,18.47,13.37
42.58,6.0,373.11,1.75
8.87,1.0,182.76,9.18
19.4,6.0,442.26,93.38
46.85,15.0,225.05,56.71
11.42,4.0,173.0,74.73
43.84,2.0,259.39,2.94
40.56,2.0,168.5,60.83
32.53,18.0,89.18,75.51
18.92,8.0,211.93,46.96
56.08,11.0,76.93,49.16
18.08,4.0,348.72,92.47
24.52,8.0,145.29,20.59
5.03,1.0,427.11,53.67
8.47,2.0,43.25,52.45
45.68,12.0,228.65,11.96
57.46,12.0,154.12,37.55
21.54,14.0,315.77,97.35
25.66,,64.11,90.68
48.52,17.0,7.52,75.29
19.35,8.0,188.16,10.73
27.34,4.0,291.61,88.91
47.27,13.0,218.96,72.24
21.21,19.0,117.35,64.78
30.0,19.0,483.74,21.4
58.7,1.0,12.44,70.62
20.86,1.0,119.75,50.85
36.89,5.0,371.25,89.0
35.16,13.0,352.5,81.07
31.83,,207.68,95.06
19.54,5.0,166.95,99.71
32.4,14.0,113.62,79.52
52.17,9.0,108.14,55.75
15.75,13.0,183.9,62.95
42.48,2.0,385.69,98.9
42.1,14.0,228.17,83.23
44.47,6.0,360.72,33.24
22.54,7.0,379.85,3.39
49.21,12.0,97.67,14.83
15.03,12.0,349.64,67.08
33.53,16.0,211.24,31.23
34.66,5.0,67.09,24.85
9.35,12.0,205.35,60.2
58.15,16.0,115.79,68.52
7.24,8.0,195.62,83.02
42.25,7.0,208.31,80.18
38.98,17.0,334.94,60.38
50.11,1.0,170.77,73.07
18.67,11.0,94.75,69.35
26.72,17.0,385.27,2.65
25.37,11.0,284.7,75.2
15.84,,118.91,21.36
30.5,15.0,420.19,73.31
26.02,9.0,324.19,59.32
2.2,18.0,286.82,89.17
58.69,13.0,435.48,66.27
54.35,,3.94,58.29
20.3,12.0,260.18,46.3
11.22,18.0,172.04,48.13
52.81,9.0,272.05,52.5
4.56,,386.0,43.96
28.49,9.0,171.99,36.85
54.16,,376.86,46.83
20.85,,375.12,10.38
8.82,3.0,274.4,17.31
19.13,1.0,492.11,84.79
57.98,19.0,142.73,73.17
36.18,18.0,382.1,71.71
55.17,14.0,242.36,42.64
40.32,12.0,147.23,93.64
50.64,8.0,147.03,55.67
7.34,11.0,394.12,33.66
42.53,7.0,120.23,15.73
25.06,5.0,493.99,48.68
29.59,7.0,232.41,42.97
22.19,11.0,13.5,6.27
46.9,13.0,133.96,3.31
51.17,4.0,261.99,62.25
52.87,2.0,348.52,2.9
10.82,10.0,409.8,30.64
17.41,4.0,309.2,99.33
22.78,19.0,426.23,84.75
39.52,8.0,76.47,26.04
58.92,2.0,175.27,4.64
11.31,12.0,261.32,66.08
24.16,14.0,482.76,30.11
33.15,11.0,17.98,66.22
13.56,2.0,282.13,67.08
36.88,15.0,193.1,42.21
13.76,17.0,209.49,81.73
25.46,4.0,410.42,20.63
9.47,17.0,276.15,33.68
53.1,,9.66,17.82
35.0,10.0,139.91,16.06
32.23,17.0,58.13,78.41
54.69,2.0,316.9,61.63
53.63,,70.72,63.03
18.98,15.0,110.04,86.99
46.01,3.0,58.09,33.21
14.71,,246.46,60.41
33.32,7.0,495.74,56.58
58.07,7.0,124.47,24.21
4.42,16.0,466.24,86.4
26.22,4.0,386.35,43.66
51.64,2.0,352.42,43.79
26.75,2.0,56.29,59.3
26.6,4.0,155.93,41.77
5.82,2.0,425.57,99.8
31.15,16.0,65.42,93.93
3.9,4.0,330.26,74.06
28.93,19.0,218.72,79.71
27.68,18.0,72.34,70.6
37.9,2.0,15.77,72.64
1.53,18.0,184.85,91.01
5.58,9.0,177.96,32.11
39.98,18.0,379.45,49.16
30.44,5.0,48.54,87.24
39.51,10.0,401.11,0.21
2.3,14.0,18.11,32.97
31.69,15.0,210.27,28.71
55.7,12.0,108.85,46.14
37.75,,372.4,37.16
41.32,19.0,17.75,35.23
5.34,17.0,158.6,2.53
25.55,12.0,454.45,18.68
53.71,,323.58,22.53
55.93,6.0,164.22,72.34
40.65,4.0,482.63,79.59
24.73,9.0,203.18,63.09
45.89,,156.24,82.44
3.24,2.0,256.66,97.02
36.61,,383.04,49.65
59.55,13.0,487.18,83.13
42.23,19.0,141.35,88.59
8.8,3.0,99.72,43.46
1.44,8.0,485.62,62.0
28.26,11.0,385.47,4.98
8.76,7.0,89.07,99.47
16.14,12.0,447.08,49.84
49.52,5.0,21.06,53.34
43.22,8.0,470.23,99.99
33.12,1.0,431.67,91.04
47.95,5.0,466.6,24.92
46.06,14.0,419.24,2.47
19.91,,227.69,33.93
32.01,13.0,211.53,59.48
53.76,18.0,93.02,2.76
7.01,14.0,241.25,81.03
55.98,11.0,146.83,96.32
37.52,14.0,52.18,77.21
42.23,14.0,233.23,82.12
56.58,3.0,471.31,59.93
25.62,4.0,491.09,0.98
37.68,1.0,361.03,86.63
51.53,16.0,209.48,81.87
25.05,2.0,346.29,9.49
42.66,12.0,26.34,83.07
56.12,12.0,309.62,52.44
51.67,7.0,433.54,62.57
2.35,17.0,418.67,72.38
45.52,13.0,78.11,55.99
53.2,15.0,462.61,35.56
46.14,,343.58,19.87
2.35,,377.98,76.67
22.22,9.0,243.18,47.07
24.26,18.0,237.68,2.94
5.35,4.0,243.19,67.41
48.72,13.0,322.33,60.4
5.6,9.0,361.06,11.26
52.96,3.0,465.76,69.22
32.63,,152.28,6.66
39.05,3.0,235.05,34.14
29.63,3.0,302.12,17.88
33.31,1.0,57.57,82.39
41.73,10.0,34.41,8.1
56.45,13.0,184.72,55.18
34.69,18.0,184.76,67.89
2.46,13.0,214.28,48.54
42.71,2.0,40.32,13.01
1.92,3.0,179.76,54.7
25.52,4.0,134.92,14.22
11.16,18.0,243.23,90.02
40.68,7.0,75.03,51.85
16.73,8.0,489.09,17.14
29.63,,193.42,37.13
53.64,10.0,468.23,85.83
13.32,,399.57,27.64
17.48,3.0,410.66,13.57
49.04,16.0,271.61,20.16
50.05,19.0,13.33,90.54
34.35,1.0,57.57,64.01
49.57,3.0,177.89,67.08
21.17,1.0,196.73,55.51
5.22,,25.7,53.8
38.02,8.0,343.53,43.63
43.55,16.0,388.63,56.73
54.29,,207.55,81.1
42.2,5.0,485.16,26.55
16.52,10.0,238.05,45.41
1.83,14.0,187.58,89.46
36.83,,349.25,68.09
2.64,11.0,166.56,42.17
58.18,12.0,39.69,48.01
11.89,3.0,215.46,50.38
30.06,16.0,278.97,48.93
24.92,1.0,20.63,72.32
12.81,16.0,363.36,20.36
55.67,,384.4,56.53
4.01,1.0,33.93,64.71
51.96,3.0,81.39,70.25
9.55,16.0,42.73,55.15
40.9,16.0,226.69,20.36
33.48,13.0,423.38,14.55
58.18,7.0,217.26,19.03
27.38,7.0,262.03,87.36
50.08,13.0,309.08,83.01
59.57,8.0,415.4,92.2
22.84,3.0,276.89,80.19
13.14,16.0,304.54,32.05
43.9,7.0,199.4,58.57
42.89,6.0,32.05,86.44
31.45,7.0,55.31,87.67
41.88,19.0,245.62,40.0
29.07,,378.62,75.93
44.14,,148.82,31.0
59.04,19.0,18.73,63.47
24.42,8.0,257.15,46.91
54.88,8.0,262.62,22.02
23.07,10.0,221.71,68.83
43.18,5.0,262.74,96.87
1.21,18.0,212.19,38.28
15.14,9.0,180.61,7.2
33.96,9.0,367.25,50.27
20.3,10.0,488.87,94.74
33.35,18.0,239.58,12.44
3.79,12.0,320.41,44.17
5.29,10.0,70.54,62.18
40.95,2.0,339.29,34.78
48.15,14.0,332.97,55.4
40.6,4.0,159.42,25.97
39.89,15.0,142.96,55.19
15.48,19.0,434.86,71.11
14.42,3.0,453.34,43.4
32.76,18.0,162.94,74.51
14.21,4.0,298.46,13.85
31.63,15.0,177.2,62.73
28.61,3.0,219.67,29.26
45.93,13.0,340.98,77.45
45.72,,282.49,46.59
56.13,18.0,161.08,62.49
3.06,11.0,451.06,72.27
